"Polling Station",,"Total No of Electors",,,,"Voters Turnout",,,,,,"Candidate ID and Name",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"PU.MA.VI.PIPAL KHEARA K.N.1",625,504,0,1129,404,244,0,648,358,0,5,282,207,135,4,0,1,0,0,0,0,0,1,3,4,0,1,1,0,0,1,0,1,0,0,0,2,0,0,648
105,"PU.MA.VI.PIPAL KHEARA K.N.2",205,176,0,381,108,85,0,193,81,0,0,49,12,124,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,193
106,PRA.VI.RAINANAGAR,358,282,0,640,234,152,0,386,346,0,1,89,9,269,1,0,0,0,0,1,0,0,4,1,0,1,0,0,1,2,1,0,0,4,0,0,0,2,0,386
107,"PRA.VI.PAHADI KALA K.N.1",495,406,0,901,330,255,0,585,585,0,9,218,44,271,3,0,1,0,2,0,2,2,2,8,1,10,1,1,1,2,1,1,1,0,1,0,1,1,1,585
108,"PRA.VI.PAHADI KALA K.N.2",541,485,0,1026,290,208,0,498,498,0,4,115,41,298,5,0,0,2,1,1,1,1,2,2,0,4,0,0,1,3,0,2,1,7,0,1,4,1,1,498
109,"PRA.VI.BARBAR K.N.1",581,482,0,1063,441,348,0,789,789,0,1,37,540,169,4,0,0,0,0,0,0,1,0,1,0,0,0,5,14,4,0,1,1,3,0,1,2,0,5,789
110,"PRA.VI.BARBAR K.N.2",224,171,0,395,155,108,0,263,263,0,1,107,118,31,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,263
111,PRA.VI.PREMNAGAR,452,353,0,805,347,247,0,594,580,0,1,104,329,140,1,0,0,0,1,0,0,0,0,1,1,1,0,0,2,3,0,0,2,2,0,0,5,0,1,594
112,"PRA.V.SALEH NAGAR",770,596,0,1366,620,341,0,961,918,0,4,284,388,240,4,0,1,1,1,1,0,1,5,5,1,5,2,4,1,2,0,0,1,0,1,2,4,2,1,961
113,"PRA.VI.GARI TAL K.N.1",458,351,0,809,304,193,0,497,7,0,1,74,356,49,0,0,0,1,0,0,1,0,0,6,0,0,0,0,2,2,0,1,0,0,0,2,1,1,0,497
114,"PRA.VI.GARI TAL K.N.2",377,350,0,727,287,268,0,555,555,0,2,43,419,65,1,1,0,0,0,0,1,0,2,5,1,6,0,1,2,1,0,0,0,2,0,0,1,0,2,555
115,PRA.VI.CHANDI,245,202,0,447,201,149,0,350,250,0,0,87,173,75,0,0,0,0,0,0,0,0,1,4,0,2,0,0,2,5,0,0,0,0,1,0,0,0,0,350
116,"PRA.VI.BHILAWALI K.N.1",565,461,0,1026,348,241,0,589,589,0,2,241,309,20,0,0,0,0,0,0,2,2,2,2,0,2,0,0,2,0,0,0,1,2,0,0,2,0,0,589
117,"PRA.VI.BHILAWALI K.N.2",461,412,0,873,259,264,0,523,523,0,4,120,236,145,1,1,0,0,0,1,0,0,4,2,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,523
118,PU.MA.VI.BHILAWALI,393,324,0,717,208,134,0,342,342,0,12,93,90,132,1,0,0,0,0,0,0,1,0,2,1,1,3,0,0,1,0,0,0,2,0,0,1,1,1,342
119,"PRA.VI.VIDHAULI KHERAGARH",601,452,0,1053,364,269,0,633,624,0,4,138,245,224,3,1,0,0,1,0,0,1,3,0,0,1,0,0,3,1,0,0,0,1,0,3,1,2,1,633
120,PRA.VI.KUKANDAI,487,443,0,930,390,289,0,679,670,0,2,369,91,161,2,0,0,1,0,0,0,0,1,9,6,1,0,4,2,3,0,0,4,2,0,11,5,4,1,679
121,PRA.VI.DUGARWALA,313,279,0,592,244,206,0,450,165,0,1,189,179,51,1,0,1,1,0,0,0,1,1,6,2,6,1,0,1,1,0,2,0,2,0,0,2,0,2,450
122,PRA.VI.KUSIYAPUR,531,478,0,1009,414,362,0,776,776,0,10,643,46,18,0,0,0,1,1,0,1,0,0,8,12,7,3,3,0,1,1,0,0,3,1,3,2,6,6,776
123,"PRA.VI.KACHH PURA",341,301,0,642,258,220,0,478,435,0,2,263,13,148,1,1,3,1,2,0,0,0,3,4,3,1,3,3,1,5,0,0,2,4,2,2,4,1,6,478
124,"PRA.VI.UATGIR K.N.1",577,469,0,1046,369,271,0,640,637,0,5,105,154,335,1,4,0,0,0,0,2,2,2,4,3,1,0,2,5,4,1,1,0,5,0,1,1,0,2,640
125,"PRA.V.UATGIR K.N.2",492,414,0,906,301,269,0,570,570,0,5,143,188,186,5,1,2,2,0,0,2,0,1,3,3,4,0,1,1,3,0,2,3,1,1,0,4,1,8,570
126,"PU.MA.VI.KHERAGARH K.N.1",415,342,0,757,272,183,0,455,442,0,4,228,96,113,0,0,0,0,1,0,1,0,0,3,2,3,1,0,0,0,0,0,0,0,0,1,1,0,1,455
127,"PU.MA.VI.KHERAGARH K.N.2",472,404,1,877,267,214,0,481,468,0,4,277,95,94,0,0,0,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,481
128,"PU.MA.VI.KHERAGARH K.N.3",727,563,1,1291,424,277,0,701,701,0,15,331,215,97,1,3,0,2,3,0,2,2,1,7,1,7,0,1,0,1,1,0,0,1,0,7,0,1,2,701
129,"RA.KA.U.MA.VI.KHERAGARH K.N.1",486,420,0,906,278,218,0,496,5,0,8,263,169,32,1,0,0,0,0,0,12,0,1,3,1,1,0,1,2,0,0,0,0,0,0,1,0,0,1,496
130,"RA.KA.U.MA.VI.KHERAGARH K.N.2",527,429,0,956,322,246,0,568,525,0,16,268,194,31,3,1,3,3,0,0,4,0,3,1,1,5,1,7,3,1,0,0,4,3,1,2,5,3,5,568
131,"RA.KA.U.MA.VI.KHERAGARH K.N.3",443,376,0,819,243,194,0,437,301,0,8,168,149,89,1,1,0,2,0,1,3,0,1,4,0,3,1,2,1,1,0,0,0,0,0,0,0,1,1,437
132,"RA.KA.U.MA.VI.KHERAGARH K.N.4",503,456,0,959,314,249,0,563,561,0,8,339,106,83,0,1,0,0,1,0,2,2,1,3,0,3,1,2,0,3,0,0,1,1,0,3,0,3,0,563
133,PRA.VI.KHERAGARH,312,286,0,598,200,161,0,361,2,0,8,300,25,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361
134,"KANYA .JU.HA.SCHOOL KHERAGARH K.N.1",774,649,0,1423,427,346,0,773,773,0,14,522,108,98,0,1,0,3,0,0,0,0,3,5,2,1,0,1,1,1,1,0,0,1,0,2,7,2,0,773
135,"KANYA .JU.HA.SCHOOL KHERAGARH K.N.2",402,291,0,693,244,184,0,428,25,0,13,264,98,37,2,0,0,0,0,1,4,0,1,1,0,0,2,1,2,0,0,0,0,0,0,0,2,0,0,428
136,"KANYA .JU.HA.SCHOOL KHERAGARH K.N.3",469,389,0,858,289,205,0,494,160,0,12,321,93,43,0,0,0,2,2,0,3,0,1,2,1,2,0,0,1,0,0,1,4,0,0,1,5,0,0,494
137,"PRA.VI.KHERAGARH K.N.1",452,407,0,859,244,205,0,449,322,0,2,353,39,39,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,1,1,0,0,1,1,1,2,3,0,449
138,"PRA.VI.KHERAGARH K.N.2",438,357,0,795,231,154,0,385,385,0,0,314,29,36,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,385
139,"PRA.VI.KHERAGARH K.N.3",793,628,0,1421,440,299,0,739,120,0,14,476,88,127,1,0,0,0,0,0,5,0,1,2,1,1,2,6,1,1,0,2,1,1,1,3,3,0,2,739
140,PRA.VI.KHANPUR,707,579,0,1286,534,434,0,968,8,0,19,784,56,39,2,2,0,3,0,2,0,0,3,16,5,5,2,1,5,2,0,1,0,0,2,6,6,1,6,968
141,"PRA.VI.LAKHANPURA K.N.1",562,463,0,1025,338,238,0,576,576,0,1,148,83,314,1,1,0,1,0,1,1,0,1,6,2,1,0,0,1,2,0,1,0,2,1,2,2,2,2,576
142,"PRA.VI.LAKHANPURA K.N.2",313,258,0,571,201,148,0,349,349,0,3,187,66,76,1,0,0,1,0,0,2,0,0,4,0,1,0,1,1,0,0,0,0,0,0,1,1,0,4,349
143,"PRA.VI.NAGLA UDAIYA  K.N.1",446,374,0,820,338,260,0,598,598,0,4,538,15,18,0,0,0,0,1,0,0,0,1,7,4,0,1,3,1,1,1,0,1,0,0,1,1,0,0,598
144,"PRA.VI.NAGLA UDAIYA  K.N.2",473,392,0,865,346,267,0,613,384,0,5,241,12,339,3,0,0,0,0,0,0,0,0,3,2,3,1,0,0,0,0,0,0,2,0,0,2,0,0,613
145,"PRA.VI.VURHARA K.N.1",505,417,0,922,302,230,0,532,240,0,4,191,271,46,0,0,0,0,0,1,1,1,0,2,3,0,0,0,4,1,0,0,2,1,0,2,0,0,2,532
146,"PRA.VI.VURHARA K.N.2",378,339,0,717,268,231,0,499,497,0,5,329,33,94,1,0,0,4,1,0,0,0,4,3,4,1,2,6,1,1,0,1,1,1,1,1,1,1,3,499
147,"PRA.VI.CHEET K.N.1",588,487,0,1075,334,231,0,565,565,0,18,310,157,43,1,1,0,0,1,0,3,1,1,5,5,5,1,1,2,1,0,0,4,0,0,3,0,1,1,565
148,"PRA.VI.CHEET K.N.2",545,440,0,985,354,270,0,624,25,0,2,130,297,152,3,0,1,0,0,0,1,0,1,1,1,2,0,2,5,4,4,2,2,5,2,3,4,0,0,624
149,PU.MA.VI.CHEET,805,634,0,1439,534,360,0,894,748,0,0,305,219,265,3,1,0,2,1,1,2,1,3,6,3,3,2,7,11,7,3,2,4,10,5,8,13,3,4,894
150,PRA.VI.VAKALPUR,651,574,0,1225,385,338,0,723,452,0,3,278,207,222,0,2,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,723
151,PRA.VI.BHOJPUR,416,379,0,795,257,241,0,498,498,0,4,105,264,114,1,0,0,1,0,0,0,0,1,1,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,498
152,"PRA.VI.AURANG PUR K.N.1",409,349,0,758,280,210,0,490,76,0,5,126,34,290,2,1,0,7,0,0,0,1,0,2,1,2,0,2,1,2,0,1,2,5,0,2,1,1,2,490
153,"PRA.VI.AURANG PUR K.N.2",446,363,0,809,296,256,0,552,552,0,5,387,114,21,1,1,1,1,0,0,0,0,0,5,2,2,0,3,1,1,0,1,1,0,1,1,0,2,1,552
154,"PU.MA.VI.KAGAROL K.N.1PURVI BHAG",617,531,0,1148,404,348,0,752,700,0,41,491,11,182,2,1,0,0,1,0,1,0,1,0,1,2,0,1,0,3,0,0,3,3,0,1,4,2,1,752
155,"PU.MA.VI.KAGAROL K.N.2 PURVI BHAG",599,524,0,1123,380,284,0,664,331,0,31,407,18,186,2,0,0,0,0,0,0,1,3,2,2,2,1,2,0,5,0,0,0,0,1,0,0,1,0,664
156,"PU.MA.VI.KAGAROL K.N.3  PASHCHIMI BHAG",504,448,0,952,316,255,0,571,571,0,66,432,12,43,0,0,0,0,0,0,0,0,0,6,4,1,1,1,1,0,0,0,1,0,1,0,1,0,1,571
157,"PU.MA.VI.KAGAROL K.N.4 PASHCHIMI BHAG",505,452,0,957,354,255,0,609,390,0,2,142,62,379,3,0,0,0,0,0,0,0,4,0,2,0,0,0,5,5,0,0,0,1,0,4,0,0,0,609
158,"PRA.VI.KAGAROL K.N.1",861,669,0,1530,598,370,0,968,968,0,10,85,385,396,5,0,1,1,0,0,20,1,8,6,2,2,2,1,5,5,0,3,8,3,1,4,8,1,5,968
159,"PRA.VI.KAGAROL K.N.2",747,589,0,1336,546,383,0,929,929,0,42,717,58,62,1,0,1,2,0,0,0,4,3,13,7,1,0,2,3,0,0,2,1,0,4,2,3,1,0,929
160,"PRA.VI.KAGAROL K.N.3",778,685,0,1463,567,530,0,1097,5,0,24,679,39,316,3,0,0,0,1,1,0,0,5,6,5,0,0,3,0,1,1,0,0,2,0,2,4,1,4,1097
161,"PRA.VI.BERICHAHAR K.N.1",538,403,0,941,323,256,0,579,125,0,23,392,111,44,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,579
162,"PRA.VI.BERICHAHAR K.N.2",319,294,0,613,174,147,0,321,245,0,9,197,67,35,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,3,2,0,321
163,"PRA.VI.BERICHAHAR K.N.3",477,364,0,841,298,225,0,523,491,0,42,314,22,120,1,0,0,2,0,0,2,0,0,4,1,1,1,2,0,2,0,1,1,0,3,1,2,0,1,523
164,"PANCHAYAT GAR BERICHAHAR",763,555,0,1318,459,325,0,784,381,0,17,623,65,52,0,1,0,0,0,0,1,0,0,2,0,1,0,8,0,3,0,1,1,2,0,1,1,2,3,784
165,"PRA.VI.GARHI KALIYA",725,573,0,1298,491,367,0,858,855,0,97,358,209,164,3,0,0,0,0,0,0,0,3,4,7,0,0,3,0,4,0,0,0,1,0,2,0,0,3,858
166,"PRA.VI.BERICHAHAR GARHMUKKHA K.N.1PURVI BHAG",451,376,0,827,285,231,0,516,516,0,6,123,7,341,6,0,1,1,2,1,1,2,4,1,2,1,0,1,0,3,0,1,0,2,0,1,3,1,5,516
167,"PRA.VI.BERICHAHAR GARHMUKKHAK.N.2 PASHCHIMI  BHAG",443,329,0,772,293,235,0,528,2,0,24,346,6,124,1,0,0,1,0,0,2,0,1,2,2,2,0,0,1,5,0,0,2,1,0,4,1,2,1,528
168,"PRA.VI.BERICHAHAR GARHMUKKHA K.N.3 PASHCHIMI  BHAG",570,495,0,1065,375,287,0,662,587,0,17,529,50,37,2,0,0,2,0,0,1,1,0,5,5,1,0,1,4,0,0,0,2,0,1,1,2,1,0,662
169,"PRA.VI.BISALPUR K.N.1",687,528,0,1215,475,348,0,823,823,0,38,441,72,224,0,0,1,1,1,0,0,1,2,4,6,3,0,8,2,5,0,1,1,1,0,2,2,5,2,823
170,"PRA.VI.BISALPUR K.N.2",756,625,0,1381,472,343,0,815,56,0,12,591,122,64,1,0,0,2,0,0,0,0,0,11,5,3,0,1,0,0,0,0,0,2,0,0,0,1,0,815
171,"PU.MA.VI.DIGRAUTA K.N.1",423,343,0,766,295,202,0,497,497,0,37,406,24,6,0,0,0,1,0,0,0,0,2,2,1,1,0,3,3,0,1,1,1,1,1,0,2,2,2,497
172,"PU.MA.VI.DIGRAUTA K.N.2",430,355,0,785,276,174,0,450,450,0,18,389,12,20,0,0,0,0,0,0,0,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,450
173,"PRA.VI.DIGRAUTA K.N. 1PURVI BHAG",557,407,0,964,373,261,0,634,634,0,11,306,2,296,5,0,1,0,0,0,1,0,0,3,0,0,0,2,0,1,0,0,0,1,0,2,2,1,0,634
174,"PRA.VI.DIGRAUTA K.N. 2 PASHCHIMI BHAG",401,292,0,693,271,179,0,450,450,0,24,238,14,156,2,0,0,0,1,1,0,1,0,0,2,1,0,2,0,0,0,0,2,3,0,0,2,1,0,450
175,"PRA.VI.DIGRAUTA K.N. 3 PASHCHIMI BHAG",738,567,0,1305,469,252,0,721,29,0,63,502,41,52,3,0,1,0,1,0,1,0,4,9,14,4,2,4,0,2,0,1,1,0,0,6,1,5,4,721
176,PRA.VI.VISHRAMPUR,737,614,0,1351,455,327,0,782,782,0,5,380,42,329,1,0,1,0,0,0,0,0,2,3,2,1,0,2,2,1,0,1,0,3,0,0,3,1,3,782
177,PRA.VI.GORAU,558,488,0,1046,435,319,0,754,140,0,1,146,349,222,2,0,0,1,1,0,1,2,0,4,1,2,0,1,2,2,0,0,3,3,0,2,5,1,3,754
178,"PRA.VI.SAUN K.N.1",421,326,0,747,244,194,0,438,438,0,3,120,244,58,1,0,0,1,1,0,0,0,1,2,0,2,0,0,1,1,0,0,1,1,0,0,0,0,1,438
179,"PRA.VI.SAUN K.N.2",524,419,0,943,305,235,0,540,297,0,0,95,289,135,1,1,4,1,1,1,1,0,3,0,0,1,0,1,1,1,0,0,0,2,0,1,1,0,0,540
180,"GANESHILAL .PU.MA.VI.SAUN",710,580,0,1290,446,393,0,839,740,0,5,61,309,425,5,0,0,0,0,0,0,1,6,2,0,2,0,0,1,4,0,1,0,7,1,4,4,0,1,839
181,"PRA.VI.SAUN KA BADA NAGLA",261,227,0,488,180,143,0,323,321,0,1,5,14,286,5,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2,0,1,1,1,0,0,1,0,1,323
182,"PRA.VI.BHAKAR K.N. 1",414,327,0,741,273,206,0,479,48,0,0,287,44,112,3,0,1,1,1,0,1,0,1,10,1,2,0,3,1,2,0,0,0,0,0,3,1,1,4,479
183,"PRA.VI.BHAKAR K.N. 2",454,341,1,796,304,206,0,510,510,0,0,166,48,292,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,510
184,"PRA.VI.MAHUA KHERA",763,625,0,1388,527,392,0,919,15,0,1,193,304,396,3,0,0,0,0,1,0,0,2,4,2,2,0,1,0,4,0,1,0,0,1,0,2,0,2,919
185,PU.MA.VI.LALPUR,622,546,0,1168,396,249,0,645,621,0,1,382,88,110,2,0,1,1,0,0,1,0,1,5,1,4,0,15,8,7,0,0,1,3,0,9,1,0,4,645
186,PRA.VI.SITAULI,561,457,0,1018,380,258,0,638,638,0,3,143,324,145,3,0,0,0,0,0,0,2,0,7,0,1,0,2,1,0,0,0,0,2,0,4,0,0,1,638
187,PRA.VI.PAYRATIYA,553,437,0,990,362,267,0,629,629,0,1,102,220,279,1,0,0,0,0,0,0,3,2,2,2,5,0,1,3,0,0,0,1,0,0,2,1,2,2,629
188,PRA.VI.KHANKAGARH,296,260,0,556,228,188,0,416,414,0,0,99,291,12,0,0,0,0,0,0,0,0,2,4,0,0,1,1,0,1,0,0,1,0,1,2,1,0,0,416
189,"PRA.VI.BASAI KHERAGARH K.N.1",323,268,0,591,226,163,0,389,388,0,0,201,160,7,1,0,0,1,0,0,0,0,0,3,0,3,0,1,1,0,0,0,0,1,2,3,5,0,0,389
190,"PRA.VI.BASAI KHERAGARH K.N.2",342,256,0,598,230,148,0,378,77,0,4,158,166,31,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,2,0,0,9,0,1,0,378
191,PRA.VI.BHAISON,676,553,0,1229,443,281,0,724,724,0,84,297,120,150,1,1,0,0,0,1,0,0,1,3,5,2,4,15,4,9,2,2,2,3,2,1,9,3,3,724
192,PU.MA.VI.BHAISON,443,380,0,823,328,251,0,579,579,0,60,138,104,249,2,0,1,0,0,0,1,0,2,2,2,3,0,4,2,3,1,0,0,0,1,0,3,1,0,579
193,"PRA.VI.JHIL KA PURA",467,394,0,861,327,235,0,562,562,0,1,44,75,426,0,0,0,2,0,0,0,1,2,0,0,0,0,1,2,0,0,0,1,1,1,0,3,1,1,562
194,PRA.VI.DANKASHA,612,531,0,1143,365,251,0,616,15,0,1,114,376,67,3,1,0,0,1,0,0,0,0,4,1,2,1,4,12,5,1,1,2,1,1,3,11,1,3,616
195,PRA.VI.JODHAPURA,743,636,0,1379,577,465,0,1042,50,0,4,74,366,537,6,5,1,3,2,1,0,0,3,2,1,4,3,1,0,9,0,1,1,5,2,1,7,0,3,1042
196,PRA.VI.KURRI,445,408,0,853,346,220,0,566,566,0,1,55,146,339,5,0,0,1,0,0,1,0,1,3,0,2,0,2,2,1,0,0,1,1,0,2,3,0,0,566
197,PRA.VI.JAJAU,629,508,0,1137,493,355,0,848,90,0,4,105,682,45,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,1,1,0,0,2,0,2,848
198,PRA.VI.KACHHPURA,188,147,0,335,123,120,0,243,224,0,4,42,43,144,1,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,1,243
199,"PRA.VI.SARAY JAJAU  K.N.1",391,334,0,725,263,154,0,417,16,0,3,87,150,147,2,0,0,1,0,0,1,1,1,3,1,1,0,3,5,1,0,1,1,0,1,0,4,1,2,417
200,"PRA.VI.SARAY JAJAU  K.N.2",525,412,0,937,312,198,0,510,510,0,3,127,202,144,3,0,0,0,0,0,9,1,2,2,2,2,1,1,3,2,0,1,0,2,0,0,1,0,2,510
201,"PRA.VI.GARHI PANCHHIPAL",642,525,0,1167,376,344,0,720,568,0,8,123,428,133,1,1,0,0,0,0,2,0,2,3,1,3,0,0,3,3,0,1,1,0,0,1,3,1,2,720
202,"PRA.VI.NAGLA SABDAL",485,376,0,861,282,209,0,491,400,0,7,83,271,114,0,0,1,1,0,0,2,0,1,2,2,1,0,0,0,1,0,1,0,0,0,1,0,0,3,491
203,"PU.MA.VI.AYELA K.N.1",575,439,0,1014,400,272,0,672,400,0,3,163,429,62,0,1,1,0,0,0,0,0,0,5,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,672
204,"PU.MA.VI.AYELA K.N.2",491,385,0,876,255,167,0,422,70,0,1,107,157,135,2,1,0,0,1,0,0,2,0,2,0,2,1,1,0,3,0,1,1,1,0,0,3,1,0,422
205,PRA.VI.AYELA,658,499,0,1157,457,283,0,740,740,0,12,306,374,23,2,0,0,2,0,0,0,0,1,0,1,0,1,6,5,2,0,0,1,0,1,1,2,0,0,740
206,SAH.BIJ.GODAM.AYELA,608,454,0,1062,430,308,0,738,738,0,3,239,435,38,3,1,0,1,0,0,0,0,0,7,3,0,0,0,1,0,2,0,0,1,0,0,2,0,2,738
207,PRA.VI.BHUKPURA,655,505,0,1160,480,365,0,845,845,0,2,112,684,9,1,2,0,1,1,1,1,0,0,8,0,6,0,2,1,0,2,3,1,1,1,3,1,2,0,845
208,NAV.NRIMIT.PRA.VI.KHADAR,587,460,0,1047,420,294,0,714,713,0,4,63,91,505,7,3,2,1,1,0,0,2,3,1,0,5,0,1,3,3,2,1,2,4,1,0,4,2,3,714
209,"PRA.VI.NAGLA MAHAUR",787,567,0,1354,494,353,0,847,500,0,227,418,57,94,5,0,1,1,1,1,2,1,0,4,7,3,5,2,2,3,0,1,1,2,5,1,0,1,2,847
210,"PU.MA.VI.RITHAURI  K.N.1",712,527,0,1239,432,277,0,709,287,0,179,326,89,92,0,0,0,1,0,0,0,1,2,2,7,2,2,1,1,0,0,0,1,1,1,0,0,0,1,709
211,"PU.MA.VI.RITHAURI  K.N.2",566,442,0,1008,349,255,0,604,594,0,237,254,68,20,1,0,0,1,0,1,0,0,6,1,8,5,0,1,0,0,0,0,0,0,0,0,0,1,0,604
